name,steam_appid,genres,release_date
Blasphemous,774361,"['Action', 'Indie', 'Adventure']",2019-09-10 00:00:00
Scrap Attack VR,774401,"['Action', 'Indie', 'Casual']",2018-01-18 00:00:00
Temple of Xiala,774411,"['Early Access', 'Indie', 'Casual']",2018-02-15 00:00:00
Island Time VR,774441,"['Indie', 'Casual', 'Simulation']",2018-04-03 00:00:00
Among the Dead,774451,"['Casual', 'Adventure']",2018-05-30 00:00:00
The Jackbox Party Pack 5,774461,['Casual'],2018-10-17 00:00:00
VR Soccer '96,774501,"['Simulation', 'Sports']",2018-01-19 00:00:00
Megadimension Neptunia VIIR,774511,"['RPG', 'Action', 'Strategy']",2018-10-22 00:00:00
Snail Trek - Chapter 4: The Final Fondue,774531,"['Indie', 'Adventure']",2018-03-29 00:00:00
Snail Trek - Chapter 4: The Final Fondue,774531,"['Indie', 'Adventure']",2018-03-29 00:00:00
"Species: Artificial Life, Real Evolution",774541,"['Early Access', 'Simulation']",2018-09-28 00:00:00
Football Heroes Turbo,774551,"['RPG', 'Action', 'Early Access', 'Sports']",2018-09-06 00:00:00
Rym 9000,774561,"['Action', 'Indie', 'Adventure']",2018-01-15 00:00:00
MIGHTY GUNVOLT BURST,774651,['Action'],2019-07-31 00:00:00
Filthy Frank Kart,774661,"['Early Access', 'Indie', 'Casual', 'Racing']",2019-09-29 00:00:00
My Coloring Book: Professions,774781,"['Indie', 'Casual']",2018-01-10 00:00:00
Surgeon Simulator 2,774791,"['Action', 'Indie', 'Casual', 'Simulation']",2021-09-02 00:00:00
Surgeon Simulator 2,774791,"['Action', 'Indie', 'Casual', 'Simulation']",2021-09-02 00:00:00
YUMENIKKI -DREAM DIARY-,774811,"['Action', 'Indie', 'Adventure']",2018-02-22 00:00:00
Project Winter,774861,"['Indie', 'Strategy', 'Action', 'Adventure', 'Casual']",2019-05-23 00:00:00
Fenix Box,774891,"['Action', 'Indie']",2018-01-12 00:00:00
Pure Football 2018,774901,"['Early Access', 'Simulation', 'Sports']",2018-01-17 00:00:00
The Master,774911,"['Indie', 'Casual', 'Simulation', 'Adventure']",2018-01-29 00:00:00
Powerless,775200,"['Action', 'Violent', 'Gore', 'Indie']",2018-01-19 00:00:00
Blood of Patriots,775310,"['Action', 'Indie', 'Casual']",2018-02-17 00:00:00
Discovery Tour by Assassin’s Creed®: Ancient Egypt,775430,"['RPG', 'Action', 'Adventure']",2018-02-20 00:00:00
The Cryptkeepers of Hallowford,775460,"['RPG', 'Indie', 'Adventure']",2017-12-22 00:00:00
Super Steampunk Pinball 2D,775490,"['Action', 'Casual']",2018-01-19 00:00:00
SCARLET NEXUS,775500,"['RPG', 'Action', 'Adventure']",2021-06-24 00:00:00
Animals Memory: Dinosaurs,775520,"['Indie', 'Casual']",2018-01-05 00:00:00
Puzzlement,775530,"['Indie', 'Casual', 'Simulation']",2018-02-01 00:00:00
Deadly Blue,775570,"['Action', 'Indie']",2018-03-27 00:00:00
Platform Golf,775690,"['Action', 'Indie', 'Casual', 'Sports']",2018-01-02 00:00:00
Lozenge,775720,"['Indie', 'Casual']",2018-03-02 00:00:00
Dialing,775730,"['Indie', 'Casual']",2018-03-02 00:00:00
MotoGP™18,775900,"['Simulation', 'Racing', 'Sports']",2018-06-07 00:00:00
Animals Memory: Birds,775910,"['Indie', 'Casual']",2018-01-10 00:00:00
Rise of Liberty,775940,"['Indie', 'Strategy']",2019-05-30 00:00:00
Rise of Liberty,775940,"['Indie', 'Strategy']",2019-05-30 00:00:00
The Tower of Beatrice,775960,"['Indie', 'Adventure']",2018-07-18 00:00:00
Choice of the Vampire,776000,"['RPG', 'Indie', 'Adventure']",2018-02-09 00:00:00
Choice of the Vampire: The Fall of Memphis,776020,"['RPG', 'Indie', 'Adventure']",2018-02-09 00:00:00
John Lazarus - Episode 1: Dead Man's Origin,776040,"['Nudity', 'Violent', 'Indie', 'Action', 'Gore', 'Adventure']",2018-03-09 00:00:00
One Night On The Road,776100,['Adventure'],2018-01-23 00:00:00
Up and Down,776160,['Indie'],2018-01-18 00:00:00
CryPixels,776180,"['Design & Illustration', 'Utilities', 'Game Development']",2020-05-22 00:00:00
Galactic Battles,776190,"['Action', 'Indie', 'Adventure']",2018-01-31 00:00:00
Kamikazo VR,776290,"['Action', 'Simulation', 'Racing']",2018-01-12 00:00:00
Armada Skies,776320,"['Action', 'Indie', 'Casual']",2018-01-31 00:00:00
Gay World,776340,"['Indie', 'Casual', 'Simulation']",2018-01-18 00:00:00
A Walk Along the Wall,776360,"['Action', 'Indie']",2018-01-16 00:00:00
Next 2,776370,"['Indie', 'Casual']",2018-02-01 00:00:00
Sorcerer's Path,776410,"['Action', 'Adventure']",2018-03-05 00:00:00
PROJECT VELOCITY,776440,"['Action', 'Indie']",2018-02-22 00:00:00
hOSHIs Elektronauts,776450,"['Early Access', 'Indie', 'Action', 'Racing', 'Casual']",2018-01-14 00:00:00
Squirrel Sphere,776790,"['Action', 'Indie']",2018-06-29 00:00:00
Sit on bottle,776820,"['Indie', 'Simulation']",2018-01-11 00:00:00
"Tears - 9, 10",776830,"['Indie', 'Casual', 'Simulation', 'Adventure']",2018-01-31 00:00:00
Clicker: Mining Simulator,776890,"['Indie', 'Casual', 'Simulation']",2018-01-18 00:00:00
3DCoat Modding Tool,776920,"['Animation & Modeling', 'Design & Illustration']",2018-02-27 00:00:00
Omnibion War,776930,"['Action', 'Indie']",2020-02-06 00:00:00
Mouse (Sneaking),776960,"['Action', 'Indie', 'Casual', 'Adventure']",2018-01-16 00:00:00
Scary new year,776970,"['Violent', 'Action', 'Gore', 'Adventure', 'Casual']",2018-01-25 00:00:00
FreeFlight,777000,"['Early Access', 'Indie', 'Casual', 'Simulation']",2018-04-02 00:00:00
Mumps,777020,"['Indie', 'Casual']",2018-01-22 00:00:00
Criminal Bundle,777040,"['Action', 'Indie']",2018-02-13 00:00:00
TOXIC PLUMBING,777050,"['Indie', 'Casual', 'Adventure']",2018-01-13 00:00:00
Adventure Land - The Code MMORPG,777150,"['Early Access', 'Indie', 'Simulation', 'Massively Multiplayer', 'RPG']",2019-01-28 00:00:00
Game Server Toolbox,777180,"['Early Access', 'Utilities']",2018-03-30 00:00:00
The Placebos,777300,"['Action', 'Indie', 'Casual']",2018-02-17 00:00:00
Battle Of Keys,777310,"['Action', 'Indie', 'Adventure']",2018-03-21 00:00:00
Animals Memory: Underwater Kingdom,777340,"['Indie', 'Casual']",2018-01-22 00:00:00
Maze Walker,777350,"['Strategy', 'Indie', 'Casual', 'Adventure']",2018-01-15 00:00:00
HorD: High or Die,777360,"['Early Access', 'Action', 'Indie', 'Casual']",2018-02-19 00:00:00
Fleets of Ascendancy,777380,"['Indie', 'Strategy']",2018-04-06 00:00:00
Ultimate Spider Hero,777400,"['Action', 'Indie', 'Casual']",2018-01-26 00:00:00
EarthNight,777410,['Indie'],2019-12-02 00:00:00
Quests Unlimited,777420,"['Early Access', 'Indie', 'Simulation', 'Adventure', 'RPG', 'Casual']",2018-02-13 00:00:00
Virtual Boxing League,777430,"['Simulation', 'Sports']",2019-10-01 00:00:00
Motor Strike: Racing Rampage,777460,"['Early Access', 'Indie', 'Action', 'Racing', 'Sports', 'Casual']",2021-01-27 00:00:00
Salsa-Virtual,777530,"['Early Access', 'Indie', 'Simulation', 'Sports', 'Casual']",2018-11-09 00:00:00
Entertainment Hero,777540,['Action'],2018-01-16 00:00:00
King Battle,777550,"['RPG', 'Massively Multiplayer', 'Action']",2018-01-29 00:00:00
Champ Against Chumps Upgrade Edition,777580,['Indie'],2018-04-20 00:00:00
Spacepowers,777660,['Action'],2018-02-15 00:00:00
Okinawa Rush,777670,"['Action', 'Indie', 'Adventure']",2021-10-21 00:00:00
Entropy 2120,777730,"['Action', 'Indie']",2018-05-18 00:00:00
Charlie II,777760,"['Action', 'Indie', 'Casual', 'Adventure']",2018-02-19 00:00:00
WAR PARTY,777770,['Strategy'],2019-03-28 00:00:00
Final Directive,777790,"['Action', 'Indie', 'Strategy', 'Adventure']",2018-02-01 00:00:00
The Quest for the BIG KEY,777820,"['Action', 'Indie', 'Casual', 'Adventure']",2018-05-15 00:00:00
Cannon Crew,777850,"['Strategy', 'Early Access', 'Indie', 'Casual']",2018-02-01 00:00:00
Jambo,777860,"['Indie', 'Casual']",2018-01-24 00:00:00
While I Sleep I am Debug,777870,"['Indie', 'Adventure']",2018-02-27 00:00:00
Fluffy Horde,777880,"['Action', 'Indie', 'Strategy']",2018-11-07 00:00:00
Filmmaker Tycoon,778010,"['Strategy', 'Early Access', 'Indie', 'Simulation']",2020-11-13 00:00:00
Revenge of the Headless,778050,"['Action', 'Indie', 'Casual', 'Adventure']",2018-04-03 00:00:00
40 Winks,778080,"['Action', 'Adventure']",2018-10-22 00:00:00
Bladeline VR,778110,"['Action', 'Indie']",2018-11-12 00:00:00
Hyperbolic Ignition,778120,"['Action', 'Indie', 'Simulation']",2018-02-12 00:00:00
BRIKS 2,778140,['Casual'],2018-03-13 00:00:00
Crossroad,778150,"['Indie', 'Casual', 'Adventure']",2018-02-14 00:00:00
Mighty Gemstones,778230,"['Strategy', 'Indie', 'Casual', 'Simulation']",2018-02-01 00:00:00
STAR SOD,778240,"['Indie', 'Violent', 'Action', 'Gore', 'Adventure']",2018-03-30 00:00:00
Battle of Kings VR,778250,"['Strategy', 'Early Access', 'Indie', 'Simulation']",2018-02-01 00:00:00
Tombo Breaker VR,778270,"['Action', 'Adventure']",2018-02-27 00:00:00
Squirm,778330,"['Indie', 'Adventure']",2018-03-23 00:00:00
Animals Memory: Dogs,778340,"['Indie', 'Casual']",2018-01-16 00:00:00
Love or Loved - A Bullet For My Valentine,778360,"['Indie', 'Violent', 'Strategy', 'Action', 'Adventure', 'RPG', 'Casual']",2018-02-08 00:00:00
Corpse Party: Book of Shadows,778390,['Adventure'],2018-10-29 00:00:00
Corpse Party: Sweet Sachiko's Hysteric Birthday Bash,778400,['Adventure'],2019-04-10 00:00:00
Dead Ground,778410,"['RPG', 'Action', 'Indie', 'Strategy']",2018-02-14 00:00:00
The Communist Dogifesto,778460,"['Action', 'Indie']",2018-01-31 00:00:00
Big Blue - Memory,778540,"['Action', 'Indie', 'Adventure']",2018-03-08 00:00:00
Nazi Elimination,778550,"['Action', 'Violent', 'Casual']",2018-01-17 00:00:00
Bustories,778570,"['Indie', 'Casual', 'Simulation', 'Adventure']",2018-04-19 00:00:00
Mountain Troll,778590,"['Indie', 'Casual', 'Simulation', 'Adventure']",2018-01-22 00:00:00
Zero Gravity Pool,778600,"['Casual', 'Sports']",2018-01-19 00:00:00
Foto Flash,778610,"['Nudity', 'Indie', 'Sexual Content', 'Adventure']",2018-02-01 00:00:00
Super Bit Adventure: Paragons of Life,778640,"['Action', 'Indie', 'Adventure']",2018-02-27 00:00:00
Volcano Tower,778650,"['Action', 'Indie', 'Casual']",2019-02-16 00:00:00
Tunescape,778710,"['Early Access', 'Indie', 'Casual']",2018-01-23 00:00:00
The Agency: Chapter 2,778760,"['Casual', 'Simulation', 'Adventure']",2018-03-08 00:00:00
Ladybird Reflect,778770,"['Indie', 'Casual']",2018-04-18 00:00:00
Desktop Agents - Cov1d-999,778780,"['Indie', 'Strategy', 'Action', 'Adventure', 'Casual']",2020-04-16 00:00:00
HYBRIS - Pulse of Ruin,778800,['RPG'],2018-06-14 00:00:00
HYBRIS - Pulse of Ruin,778800,['RPG'],2018-06-14 00:00:00
Soul for two,778810,"['RPG', 'Indie', 'Adventure']",2018-01-26 00:00:00
Knights of Hearts,778830,"['Indie', 'Adventure']",2018-02-13 00:00:00
Armored Evolution,778840,"['RPG', 'Action', 'Indie', 'Casual']",2019-02-01 00:00:00
Cyborg Invasion Shooter 2: Battle Of Earth,779060,"['Action', 'Indie']",2018-02-28 00:00:00
Steel Knight 1513,779070,"['Action', 'Indie', 'Adventure']",2018-04-26 00:00:00
Umfend,779090,"['Indie', 'Adventure']",2018-10-30 00:00:00
Daemonical,779100,"['Early Access', 'Action', 'Indie']",2018-08-15 00:00:00
Harsh,779110,"['RPG', 'Early Access', 'Indie']",2018-01-25 00:00:00
Satori Sounds VR,779120,['Education'],2018-02-23 00:00:00
Virtual Fighting Championship (VFC),779130,"['Early Access', 'Indie', 'Simulation', 'Action', 'Sports']",2018-09-21 00:00:00
Outrealm,779140,"['RPG', 'Action', 'Indie']",2018-02-05 00:00:00
Shadow of Something,779150,"['Action', 'Simulation']",2018-01-31 00:00:00
Realshot,779160,"['Action', 'Early Access']",2018-01-24 00:00:00
LOA : Me And Angel,779220,"['RPG', 'Indie', 'Casual']",2018-01-25 00:00:00
Conquer,779240,"['Action', 'Indie', 'Adventure']",2018-02-21 00:00:00
Paradox Wrench,779250,"['Action', 'Indie']",2018-01-16 00:00:00
Paradox Wrench,779250,"['Action', 'Indie']",2018-01-16 00:00:00
Stygian: Reign of the Old Ones,779290,"['RPG', 'Indie']",2019-09-26 00:00:00
Battle of Kings,779300,"['Strategy', 'Early Access', 'Indie', 'Simulation']",2018-08-23 00:00:00
Asura Valley,779320,"['RPG', 'Indie', 'Strategy', 'Adventure']",2018-01-24 00:00:00
Ninja Tycoon,779330,"['Strategy', 'Indie', 'Simulation']",2018-02-26 00:00:00
Total War: THREE KINGDOMS,779340,"['Action', 'Strategy']",2019-05-23 00:00:00
Instant Death,779360,"['Action', 'Indie', 'Casual']",2018-01-22 00:00:00
Atmocity,779380,"['Strategy', 'Early Access', 'Indie', 'Simulation']",2019-07-30 00:00:00
Run Dorothy Run,779390,"['Indie', 'Casual']",2018-03-13 00:00:00
Outworld Battlegrounds,779410,"['Action', 'Indie']",2019-08-01 00:00:00
Full Ace Tennis Simulator,779430,"['Simulation', 'Sports']",2018-02-28 00:00:00
Overlanders,779450,"['Action', 'Indie', 'Racing']",2019-05-23 00:00:00
The Rising of the Rose Ocelot,779550,"['RPG', 'Casual', 'Adventure']",2018-02-02 00:00:00
Roulette Simulator,779570,"['Strategy', 'Indie', 'Casual', 'Simulation']",2018-01-19 00:00:00
Fat Foods,779580,"['Early Access', 'Action', 'Indie', 'Casual']",2018-01-22 00:00:00
Scavenger SV-4,779590,"['Action', 'Indie', 'Simulation', 'Adventure']",2018-01-31 00:00:00
Empty Town,779620,"['Action', 'Adventure']",2018-06-04 00:00:00
BM Studio,779960,"['Early Access', 'Indie', 'Simulation', 'Education', 'Game Development', 'Utilities', 'Software Training', 'Audio Production']",2018-05-03 00:00:00
BM Studio,779960,"['Early Access', 'Indie', 'Simulation', 'Education', 'Game Development', 'Utilities', 'Software Training', 'Audio Production']",2018-05-03 00:00:00
Critical Mess,780000,"['Action', 'Indie', 'Simulation']",2018-01-24 00:00:00
Bikour!,780080,"['Indie', 'Simulation', 'Strategy', 'Action', 'Racing', 'Sports', 'Casual']",2018-01-22 00:00:00
ClearMem :: Free Up Your RAM,780100,['Utilities'],2018-07-11 00:00:00
The Studio,780150,"['Indie', 'Adventure']",2018-03-11 00:00:00
All Stars Racing Cup,780160,"['Early Access', 'Casual', 'Racing']",2018-02-01 00:00:00
Freeways,780210,"['Indie', 'Simulation']",2018-02-06 00:00:00
Missing Road,780230,['Casual'],2018-01-31 00:00:00
Stranded Alone,780260,"['Strategy', 'Action', 'Indie', 'Casual']",2018-01-23 00:00:00
Summer Funland,780280,"['Indie', 'Casual', 'Simulation', 'Sports']",2018-02-01 00:00:00
Gloomhaven,780290,"['RPG', 'Strategy', 'Adventure']",2021-10-20 00:00:00
The Riftbreaker,780310,"['Indie', 'Simulation', 'Strategy', 'Action', 'Adventure', 'RPG']",2021-10-14 00:00:00
Snow White Solitaire. Legacy of Dwarves,780320,"['Indie', 'Casual', 'Adventure']",2018-04-20 00:00:00
Unruly Heroes,780350,"['Action', 'Indie', 'Adventure']",2019-01-23 00:00:00
Unruly Heroes,780350,"['Action', 'Indie', 'Adventure']",2019-01-23 00:00:00
Space Bob vs. The Replicons,780390,"['Indie', 'Action', 'Adventure', 'RPG', 'Casual']",2018-09-28 00:00:00
Hiro's Forest Rumble,780430,"['Indie', 'Casual']",2018-02-21 00:00:00
Suzy Cube,780500,"['Indie', 'Adventure']",2018-06-19 00:00:00
Suzy Cube,780500,"['Indie', 'Adventure']",2018-06-19 00:00:00
Technolites: Episode 1,780520,"['Indie', 'Strategy', 'Action', 'Adventure', 'Casual']",2018-10-31 00:00:00
Lost in the Dungeon,780580,"['Indie', 'Strategy', 'Adventure', 'RPG', 'Casual']",2018-03-12 00:00:00
The Painter's Apprentice,780630,"['Action', 'Indie', 'Casual']",2018-05-31 00:00:00
Fantasy of Expedition,780670,"['Indie', 'Strategy', 'Action', 'Adventure', 'RPG', 'Casual']",2020-09-13 00:00:00
TURRET SYNDROME VR,780710,"['Early Access', 'Action', 'Indie', 'Strategy']",2018-01-25 00:00:00
Silent Footsteps,780740,['Adventure'],2018-07-25 00:00:00
Snake Classic,780750,"['Indie', 'Casual']",2018-02-05 00:00:00
Lots of Balls,780760,"['Action', 'Indie']",2018-02-26 00:00:00
Ball laB,780800,"['Action', 'Indie', 'Adventure']",2018-03-08 00:00:00
Recreational Dreaming,780850,"['Indie', 'Casual']",2018-01-31 00:00:00
Mystical,781240,['Action'],2018-02-08 00:00:00
Eternam,781250,"['Action', 'Adventure']",2018-02-08 00:00:00
Marco Polo,781260,"['Strategy', 'Action', 'Simulation', 'Adventure']",2018-02-08 00:00:00
Chaos Control,781270,"['Action', 'Adventure']",2018-02-08 00:00:00
Time Gate: Knight's Chase,781280,"['RPG', 'Action', 'Adventure']",2018-02-08 00:00:00
Hostage: Rescue Mission,781290,"['Action', 'Strategy']",2018-02-08 00:00:00
Guns & Notes,781320,"['Action', 'Indie', 'Casual']",2018-01-26 00:00:00
Lonely Trip,781490,"['Indie', 'Casual']",2018-02-05 00:00:00
Ayahuasca: Polyventure,781520,"['Indie', 'Simulation', 'Strategy', 'Action', 'Adventure', 'Casual']",2018-01-28 00:00:00
Night Fly,781610,"['Indie', 'Adventure']",2018-01-24 00:00:00
Iffy Institute,781630,"['Strategy', 'Action', 'Indie', 'Casual']",2019-02-01 00:00:00
Run Jump Fail,781640,"['Action', 'Indie', 'Casual']",2018-05-02 00:00:00
Endlessness,781650,"['Indie', 'Simulation', 'Racing']",2018-01-23 00:00:00
Space Rocket,781660,"['Indie', 'Casual']",2018-02-07 00:00:00
In Darkness,781680,['Indie'],2019-03-18 00:00:00
Trivia Vault: Health Trivia Deluxe,781760,"['Strategy', 'Indie', 'Casual', 'Simulation']",2018-01-23 00:00:00
Behind Walls,781780,"['Indie', 'Simulation', 'Adventure']",2018-05-03 00:00:00
Walhall,781800,"['Action', 'Indie']",2018-01-26 00:00:00
Oik 4,781810,"['Indie', 'Casual']",2018-06-17 00:00:00
Survival Space: Unlimited Shooting,781830,"['Indie', 'Simulation', 'Action', 'Adventure', 'Casual']",2018-01-31 00:00:00
Sub Terra Draconis,781840,"['Action', 'Indie']",2019-12-08 00:00:00
Stick Adventures: Wizard Madness: Chapter 1,781860,"['Action', 'Indie', 'Casual', 'Adventure']",2018-01-28 00:00:00
"Object ""Cleaning""",781880,"['Action', 'Indie', 'Strategy', 'Adventure']",2018-02-01 00:00:00
Darkness Restricted,781890,"['Indie', 'Strategy', 'Simulation', 'Action', 'Casual']",2018-02-27 00:00:00
The Haunted House of Doom,781920,"['Action', 'Indie', 'Strategy', 'Adventure']",2020-10-13 00:00:00
Count Dookie Fart,781930,"['Indie', 'Casual']",2018-03-05 00:00:00
Galactic Delivery,781950,"['Indie', 'Casual']",2018-03-23 00:00:00
Endless Crusade,782020,"['Early Access', 'Indie', 'Action', 'Adventure', 'RPG']",2018-05-03 00:00:00
Frio3 - Parting and Meeting,782050,"['Indie', 'Strategy', 'Adventure']",2019-02-03 00:00:00
Late Night 1320,782070,"['Early Access', 'Indie', 'Simulation', 'Racing', 'Sports', 'Casual']",2019-03-15 00:00:00
#CuteSnake,782100,"['Indie', 'Casual', 'Simulation']",2018-03-15 00:00:00
#CuteSnake,782100,"['Indie', 'Casual', 'Simulation']",2018-03-15 00:00:00
Super Gravity Ball,782120,"['Action', 'Indie']",2018-02-01 00:00:00
Wer weiß denn sowas? - Das Spiel,782130,"['Indie', 'Casual', 'Simulation']",2018-10-18 00:00:00
Re-Legion,782140,"['RPG', 'Action', 'Indie', 'Strategy']",2019-01-31 00:00:00
Raptainment,782160,"['Early Access', 'Violent', 'Indie', 'Simulation', 'Gore', 'RPG', 'Casual']",2018-04-18 00:00:00
Beer!,782280,"['Indie', 'Casual']",2018-02-14 00:00:00
Unstoppable Hamster,782300,"['Indie', 'Casual', 'Simulation', 'Adventure']",2018-01-24 00:00:00
DOOM Eternal,782330,['Action'],2020-03-19 00:00:00
Mirage of Dragon,782380,"['Action', 'Indie', 'Adventure']",2018-01-26 00:00:00
Metropolis,782410,"['Strategy', 'Simulation']",2018-03-28 00:00:00
RHCs StretchingVr,782420,"['Indie', 'Simulation', 'Racing', 'Sports', 'RPG', 'Casual']",2018-04-27 00:00:00
Fleazer,782450,"['Action', 'Indie', 'Casual', 'Adventure']",2018-02-14 00:00:00
Draft Day Sports: Pro Football 2018,782510,"['Indie', 'Simulation', 'Sports']",2018-01-31 00:00:00
DRONES AND RUINS,782650,"['Action', 'Indie', 'Adventure']",2018-05-22 00:00:00
Fairune Collection,783180,"['RPG', 'Adventure']",2018-05-16 00:00:00
Forbidden Clicker Party,783200,"['Indie', 'Strategy', 'Adventure', 'RPG', 'Casual']",2018-01-29 00:00:00
Aggressors: Ancient Rome,783210,['Strategy'],2018-08-30 00:00:00
Block Shock,783220,"['Action', 'Indie', 'Casual']",2018-02-06 00:00:00
Way of the Orb,783230,"['RPG', 'Action', 'Indie', 'Adventure']",2020-03-23 00:00:00
CONTAINMENT,783250,"['Indie', 'Casual']",2018-04-24 00:00:00
CRUSH,783260,['Early Access'],2018-05-31 00:00:00
Seek & Destroy - Steampunk Arcade,783270,"['Action', 'Indie']",2018-01-31 00:00:00
Burden,783310,"['Action', 'Indie', 'Simulation', 'Adventure']",2019-01-17 00:00:00
Super Robolom,783330,"['Indie', 'Adventure']",2018-01-30 00:00:00
FRACTER,783340,"['Indie', 'Adventure']",2019-09-05 00:00:00
Lexie The Takeover,783400,"['Action', 'Indie', 'Adventure']",2019-08-26 00:00:00
Elementium,783420,"['Indie', 'Simulation', 'Action', 'Adventure', 'Casual']",2018-02-02 00:00:00
Gatlin',783430,"['Action', 'Indie', 'Casual', 'Adventure']",2020-09-16 00:00:00
Seven Mysteries: The Last Page,783440,"['RPG', 'Indie', 'Adventure']",2018-02-05 00:00:00
HYPERGUN,783450,"['Action', 'Indie']",2018-08-23 00:00:00
Age of Gladiators II: Rome,783590,"['RPG', 'Indie', 'Strategy', 'Sports']",2018-08-21 00:00:00
Keys,783650,['Indie'],2018-02-02 00:00:00
Ninja Striker!,783720,"['Action', 'Indie', 'Casual']",2018-04-18 00:00:00
Survivors of Borridor,783790,"['RPG', 'Action', 'Adventure']",2018-12-03 00:00:00
Gone Fireflies,784100,"['Indie', 'Casual', 'Adventure']",2018-02-20 00:00:00
Treasure Stack,784130,"['Action', 'Indie']",2019-03-01 00:00:00
Workers & Resources: Soviet Republic,784150,"['Strategy', 'Early Access', 'Indie', 'Simulation']",2019-03-15 00:00:00
American Farmer,784180,['Casual'],2018-04-20 00:00:00
American Farmer,784180,['Casual'],2018-04-20 00:00:00
Countryballs: Over The World,784940,"['Indie', 'Adventure']",2018-01-31 00:00:00
Little Adventurer III,785030,"['Indie', 'Casual']",2018-02-01 00:00:00
Dig and Shoot,785070,"['Action', 'Indie', 'Adventure']",2018-02-06 00:00:00
Cosmic Top Secret,785100,"['Indie', 'Adventure']",2018-11-15 00:00:00
Anime girl Or Bottle?,785110,"['Indie', 'Casual']",2018-02-06 00:00:00
VIRUS RUSH,785150,"['Early Access', 'Action', 'Indie']",2020-07-30 00:00:00
Team Sonic Racing™,785260,['Racing'],2019-05-21 00:00:00
Space Farm,785430,"['RPG', 'Indie', 'Simulation']",2020-10-16 00:00:00
Titanic: Adventure Out Of Time,785480,"['Violent', 'Casual', 'Simulation', 'Adventure']",2018-04-26 00:00:00
Scutter,785560,"['Early Access', 'Action', 'Indie', 'Casual']",2018-06-05 00:00:00
Luminescence,785640,['Casual'],2018-03-30 00:00:00
Subway Simulator,785660,"['Indie', 'Simulation']",2020-01-30 00:00:00
Great Hunt: North America,785670,"['Indie', 'Simulation']",2018-03-12 00:00:00
Space Launch Engineer,785680,"['Indie', 'Simulation']",2018-02-27 00:00:00
desTRUCKtors: Warfare Showdown,785690,"['Action', 'Indie']",2018-03-16 00:00:00
This Is the Police 2,785740,"['Indie', 'Strategy', 'Adventure']",2018-07-31 00:00:00
Admine,785870,['Indie'],2018-02-16 00:00:00
OVERWHELM,785880,"['Action', 'Indie']",2018-06-11 00:00:00
Madness of the Architect,785920,"['Indie', 'Strategy', 'Adventure']",2018-02-02 00:00:00
Strategic Command Classic: Global Conflict,785940,['Strategy'],2018-02-08 00:00:00
Sacrifice Dungeon,785950,"['Action', 'Adventure']",2018-02-01 00:00:00
Haunted Hotel: Lonely Dream,786040,"['Casual', 'Adventure']",2018-01-22 00:00:00
Sea of Lies: Burning Coast Collector's Edition,786060,"['Casual', 'Adventure']",2018-01-26 00:00:00
Myths of the World: Spirit Wolf Collector's Edition,786070,"['Casual', 'Adventure']",2018-01-29 00:00:00
Grim Facade: A Wealth of Betrayal Collector's Edition,786080,"['Casual', 'Adventure']",2018-03-14 00:00:00
Rite of Passage: Hide and Seek Collector's Edition,786090,"['Casual', 'Adventure']",2018-01-31 00:00:00
Maestro: Notes of Life Collector's Edition,786100,"['Casual', 'Adventure']",2018-02-02 00:00:00
Galaxy Wide Domination,786120,"['Early Access', 'Action', 'Indie']",2018-02-16 00:00:00
Teeny Heist,786130,"['Strategy', 'Indie', 'Casual', 'Simulation']",2018-02-11 00:00:00
Bomb Bay,786170,"['Early Access', 'Violent', 'Indie', 'Action', 'Casual']",2018-02-11 00:00:00
ReHack,786180,"['Action', 'Indie', 'Simulation']",2018-03-23 00:00:00
Armored Squad,786280,"['Massively Multiplayer', 'Action', 'Indie']",2018-02-06 00:00:00
Undercover Agent,786290,"['RPG', 'Indie', 'Adventure']",2018-01-25 00:00:00
Internal Storm,786330,"['RPG', 'Indie', 'Casual']",2018-03-28 00:00:00
Ativeil,786340,"['Indie', 'Casual', 'Simulation', 'Adventure']",2018-02-15 00:00:00
Purgatory Fell,786390,['Adventure'],2018-03-30 00:00:00
Fantastic Sea,786420,"['Strategy', 'Indie', 'Casual', 'Simulation']",2018-02-06 00:00:00
Don't Bite Me Bro! +,786450,"['Indie', 'Simulation', 'Strategy', 'Action', 'Adventure', 'RPG']",2018-07-16 00:00:00
MY 1980's DASHBOARD,786630,"['Indie', 'Simulation', 'Racing', 'Sports', 'Casual']",2018-02-12 00:00:00
Loot Box Simulator 20!8,786670,"['Indie', 'Casual', 'Simulation']",2018-01-30 00:00:00
ECHOES OF WAR: The Last Heartbeat,786710,"['Action', 'Indie', 'Strategy']",2018-08-01 00:00:00
Eternal Man: Forest,786720,"['Action', 'Indie', 'Casual', 'Adventure']",2018-02-13 00:00:00
Proletarian Budget Survival,786740,"['Action', 'Early Access', 'Gore']",2018-02-10 00:00:00
Squares,786750,"['Indie', 'Casual']",2018-01-31 00:00:00
Z: The End,786770,"['Early Access', 'Indie', 'Action', 'Adventure', 'Casual']",2018-06-15 00:00:00
Puzzles By Axis,786800,"['Indie', 'Casual']",2018-02-15 00:00:00
SOK MAX,786820,"['Indie', 'Casual']",2018-02-12 00:00:00
OutOfColors,786840,"['Early Access', 'Indie', 'Racing']",2018-05-03 00:00:00
Deluded Mind,786910,"['Indie', 'Adventure']",2018-06-15 00:00:00
