name,steam_appid,genres,release_date
Zero Escape: The Nonary Games,477740,['Adventure'],2017-03-24 00:00:00
Thirty Years' War,477750,"['Strategy', 'Simulation']",2016-06-09 00:00:00
Ride 2,477770,"['Simulation', 'Racing', 'Sports']",2016-10-07 00:00:00
Yomawari: Night Alone,477870,"['Strategy', 'Adventure']",2016-10-25 00:00:00
Lord of Dwarves,477900,"['Strategy', 'Indie', 'Simulation']",2020-05-22 00:00:00
Wanderer of Teandria,477910,"['Action', 'Indie', 'Adventure']",2017-09-26 00:00:00
Simple Spy,477950,"['Action', 'Indie']",2016-07-05 00:00:00
ABC Coloring Town,478010,['Casual'],2016-05-29 00:00:00
Old School 8-in-1 bundle,478020,['Casual'],2016-06-02 00:00:00
BUDDY,478210,"['Indie', 'Adventure']",2016-05-27 00:00:00
V ARRR,478950,"['Action', 'Indie', 'Simulation', 'Adventure']",2016-06-10 00:00:00
IrreVRsible,479000,"['Action', 'Indie']",2017-02-17 00:00:00
Kodon,479010,"['Animation & Modeling', 'Early Access', 'Simulation', 'Education', 'Design & Illustration', 'Game Development']",2016-06-03 00:00:00
Kodon,479010,"['Animation & Modeling', 'Early Access', 'Simulation', 'Education', 'Design & Illustration', 'Game Development']",2016-06-03 00:00:00
Pirates of the Polygon Sea,479020,"['Action', 'Indie', 'Strategy', 'Adventure']",2018-11-30 00:00:00
Metamorphic,479040,"['Indie', 'Simulation']",2016-07-06 00:00:00
Music Wars Empire,479100,"['Strategy', 'Indie', 'Simulation']",2016-06-01 00:00:00
Hunter's Legacy,479110,"['Action', 'Indie', 'Adventure']",2016-07-19 00:00:00
Framed Wings,479140,"['RPG', 'Indie', 'Adventure']",2016-08-06 00:00:00
BoX -containment-,479150,"['Indie', 'Casual']",2016-05-26 00:00:00
Drunk Wizards,479170,"['Action', 'Indie']",2016-06-06 00:00:00
Drunk Wizards,479170,"['Action', 'Indie']",2016-06-06 00:00:00
Space Universe,479180,"['Early Access', 'Indie', 'Simulation', 'Massively Multiplayer', 'Adventure', 'RPG']",2016-06-15 00:00:00
Champions of Odin,479200,"['Early Access', 'Indie', 'Action', 'Adventure', 'RPG']",2017-08-25 00:00:00
Crazy Stone Deep Learning -The First Edition-,479330,"['Strategy', 'Casual']",2016-05-25 00:00:00
Dungeons & Darkness,479990,"['RPG', 'Action', 'Indie']",2016-09-29 00:00:00
Mitch: Berry Challenge,480410,"['Indie', 'Casual', 'Adventure']",2016-08-25 00:00:00
Floppy Heroes,480450,"['Action', 'Indie', 'Casual']",2016-09-13 00:00:00
Slash or Die,480480,"['Action', 'Indie']",2016-06-03 00:00:00
Prey,480490,"['Action', 'Adventure']",2017-05-04 00:00:00
Pathfinder Adventures,480640,"['RPG', 'Violent', 'Strategy']",2017-06-15 00:00:00
Yu-Gi-Oh! Legacy of the Duelist,480650,['Simulation'],2016-12-07 00:00:00
Inbound,480690,"['Action', 'Casual']",2016-07-05 00:00:00
Dreamals,480770,"['Action', 'Indie', 'Casual']",2017-04-26 00:00:00
Slap Village: Reality Slap,480900,"['Indie', 'Adventure']",2016-07-21 00:00:00
The Bunker,481110,"['Indie', 'Adventure']",2016-09-20 00:00:00
System Crash,481180,"['Indie', 'Strategy']",2016-08-01 00:00:00
Stable Orbit - Build your own space station,481190,"['Strategy', 'Indie', 'Casual', 'Simulation']",2017-09-27 00:00:00
Final Approach: Pilot Edition,481420,['Simulation'],2016-06-22 00:00:00
Final Approach: Pilot Edition,481420,['Simulation'],2016-06-22 00:00:00
Night in the Woods,481510,['Adventure'],2017-02-21 00:00:00
Finding Hope,481600,"['RPG', 'Indie', 'Casual', 'Adventure']",2017-01-30 00:00:00
Mini Thief,481870,"['Strategy', 'Indie', 'Casual']",2018-10-12 00:00:00
Emily: Displaced,481950,"['Indie', 'Adventure']",2016-07-26 00:00:00
Quarterback SNAP,482210,"['Action', 'Casual', 'Simulation', 'Sports']",2016-08-26 00:00:00
Investigator,482300,"['Indie', 'Simulation', 'Adventure']",2016-06-01 00:00:00
Legends of the Universe - StarCore,482330,"['Action', 'Indie']",2016-07-25 00:00:00
Nitroplus Blasterz: Heroines Infinite Duel,482450,['Action'],2016-12-08 00:00:00
Reverence: The Ultimate Combat Experience,482460,"['Early Access', 'Action', 'Indie', 'Simulation']",2016-09-13 00:00:00
Fantasy Kingdom Simulator,482890,"['Strategy', 'Indie', 'Casual', 'Simulation']",2016-06-13 00:00:00
Heirs And Graces,482990,"['Indie', 'Casual', 'Adventure']",2016-09-02 00:00:00
Adam Wolfe,483420,"['Casual', 'Adventure']",2016-10-07 00:00:00
Circuitous ®,483490,"['Action', 'Indie']",2019-07-09 00:00:00
Autobahn Police Simulator 2,483770,"['Action', 'Casual', 'Simulation']",2017-12-07 00:00:00
Four Realms,483820,"['Indie', 'Strategy', 'Action', 'Adventure', 'RPG']",2016-10-24 00:00:00
Guns N' Boxes,483850,"['Early Access', 'Action', 'Indie']",2016-09-22 00:00:00
SMILE GAME BUILDER,483950,"['Web Publishing', 'Design & Illustration', 'Game Development']",2016-09-07 00:00:00
Purino Party,483960,"['Casual', 'Adventure']",2016-06-22 00:00:00
Mad Father,483980,"['Indie', 'Adventure']",2016-09-22 00:00:00
VRZ: Torment,484350,"['RPG', 'Action', 'Indie', 'Adventure']",2017-05-18 00:00:00
Hanger World,484390,"['Action', 'Indie']",2018-01-24 00:00:00
Deep Blue 3D Maze in Space,484830,"['Action', 'Indie', 'Casual', 'Adventure']",2017-05-17 00:00:00
Battle Dome,484870,['Action'],2017-06-08 00:00:00
Crazy Otto,484890,"['Action', 'Indie', 'Casual']",2016-06-12 00:00:00
Aven Colony,484900,"['Strategy', 'Indie', 'Simulation']",2017-07-25 00:00:00
Beekyr Reloaded,484930,"['Action', 'Indie', 'Adventure']",2017-11-14 00:00:00
Evil Maze,484950,"['Indie', 'Strategy', 'Action', 'Adventure', 'RPG']",2016-06-17 00:00:00
Alveari,484990,"['Early Access', 'Indie', 'Action', 'Adventure', 'RPG', 'Casual']",2016-10-10 00:00:00
PLANET ALPHA,485030,"['Action', 'Indie', 'Adventure']",2018-09-04 00:00:00
Nurse Love Addiction,485040,"['Simulation', 'Adventure']",2016-07-07 00:00:00
Megapolis,485080,"['Strategy', 'Indie', 'Casual', 'Simulation']",2016-06-15 00:00:00
PlanetFate,485110,"['Early Access', 'Action', 'Indie', 'Strategy']",2016-06-06 00:00:00
Frog Climbers,485120,['Indie'],2016-10-06 00:00:00
Super Red-Hot Hero,485130,"['Action', 'Indie']",2021-02-17 00:00:00
Black Hole Hazard,485160,"['Action', 'Indie']",2016-08-28 00:00:00
Push For Emor,485240,"['RPG', 'Action', 'Indie', 'Early Access']",2016-10-24 00:00:00
Talent Not Included,485260,"['Action', 'Indie']",2016-08-30 00:00:00
Arachnophobia,485270,"['Casual', 'Simulation']",2016-06-01 00:00:00
Vermillion Watch: Moorgate Accord Collector's Edition,485290,"['Casual', 'Adventure']",2016-06-23 00:00:00
Head Shot,485310,"['Early Access', 'Indie', 'Action', 'Adventure', 'Casual']",2016-06-03 00:00:00
Star Drifter,485330,"['Action', 'Indie', 'Casual']",2016-06-01 00:00:00
The Orchard of Stray Sheep,485340,"['Indie', 'Casual', 'Adventure']",2016-06-20 00:00:00
The Orchard of Stray Sheep,485340,"['Indie', 'Casual', 'Adventure']",2016-06-20 00:00:00
Disgraced,485360,"['Indie', 'Simulation', 'Strategy', 'Action', 'Adventure', 'RPG']",2016-11-18 00:00:00
Mad Combat Marines,485370,"['Action', 'Indie', 'Casual']",2016-07-13 00:00:00
Welcome to the Game,485380,"['Nudity', 'Violent', 'Indie', 'Sexual Content', 'Simulation', 'Gore']",2016-06-15 00:00:00
Machine Made: Rebirth,485390,"['RPG', 'Indie']",2017-10-10 00:00:00
Mechajammer,485400,"['RPG', 'Indie', 'Strategy']",2021-12-02 00:00:00
NAL Is Alive,485430,"['Early Access', 'Violent', 'Gore', 'Indie']",2016-12-17 00:00:00
Call Of The Mighty Warriors,485440,"['Indie', 'Strategy']",2019-03-01 00:00:00
Ninja Stealth,485450,"['Strategy', 'Indie', 'Casual']",2016-09-29 00:00:00
The Banner Saga 3,485460,"['RPG', 'Indie', 'Strategy']",2018-07-26 00:00:00
Dungeon Journey,485490,"['Indie', 'Simulation', 'Action', 'Adventure', 'RPG', 'Casual']",2016-06-03 00:00:00
Smithy,485500,"['Action', 'Indie']",2016-06-03 00:00:00
Smithy,485500,"['Action', 'Indie']",2016-06-03 00:00:00
Genius Greedy Mouse,485640,"['Indie', 'Strategy', 'Action', 'Adventure', 'Casual']",2016-08-12 00:00:00
Karma Miwa,485660,"['Action', 'Indie', 'Casual', 'Adventure']",2016-08-12 00:00:00
Mini Golf Arena,485670,"['Early Access', 'Indie', 'Simulation', 'Massively Multiplayer', 'Sports', 'Casual']",2018-04-21 00:00:00
sphereFACE,485680,"['Action', 'Indie', 'Casual', 'Simulation']",2017-05-19 00:00:00
Hope Lake,485690,"['Indie', 'Casual', 'Adventure']",2016-06-03 00:00:00
Shift,485730,"['Indie', 'Strategy']",2016-08-16 00:00:00
Magnetta,485750,"['Action', 'Indie']",2016-08-31 00:00:00
JOLT: Super Robot Racer,485790,"['Action', 'Early Access', 'Racing']",2016-11-15 00:00:00
e-River Cabin Journal,485820,['Indie'],2016-07-15 00:00:00
Star Merc,485830,"['Indie', 'Action', 'Adventure', 'RPG', 'Casual']",2017-02-10 00:00:00
Impossible Quest,485860,"['Indie', 'Casual', 'Adventure']",2016-06-03 00:00:00
Super Duper Party Pooper,485870,"['Strategy', 'Indie', 'Casual', 'Simulation']",2016-06-06 00:00:00
L U N E,485880,"['Indie', 'Casual', 'Simulation']",2016-06-20 00:00:00
Summer Sale,485890,['Simulation'],2016-06-01 00:00:00
Neon Warp,485920,"['Action', 'Indie', 'Casual']",2016-07-29 00:00:00
Rise of the Ancients,485950,"['Indie', 'Strategy']",2016-05-31 00:00:00
Cyber Sentinel,485970,['Indie'],2016-07-29 00:00:00
Syrian Warfare,485980,"['Indie', 'Strategy']",2017-02-21 00:00:00
Hero,486020,"['Action', 'Indie', 'Adventure']",2017-02-02 00:00:00
Escape The Past,486120,"['Casual', 'Adventure']",2016-09-14 00:00:00
Best Buds vs Bad Guys,486130,"['Action', 'Indie', 'Adventure']",2016-12-07 00:00:00
9Grids VR,486140,"['Action', 'Indie', 'Casual']",2016-09-12 00:00:00
Radical Spectrum: Volume 1,486150,['Action'],2016-07-08 00:00:00
Bathory - The Bloody Countess,486170,"['Indie', 'Casual', 'Adventure']",2016-07-06 00:00:00
The Penguin Factory,486180,"['Strategy', 'Indie', 'Casual']",2019-06-07 00:00:00
Con Amore,486230,"['Indie', 'Casual', 'Simulation']",2016-07-25 00:00:00
Waddle Home,486290,"['Strategy', 'Indie', 'Casual']",2016-07-07 00:00:00
Plan Z Chapter 1,486300,"['Indie', 'Adventure']",2016-06-05 00:00:00
Meadow,486310,"['Massively Multiplayer', 'Indie', 'Adventure']",2016-10-26 00:00:00
Orbit: Satellite Defense,486320,"['Indie', 'Strategy']",2018-03-26 00:00:00
Square Arena,486350,"['Action', 'Indie']",2016-06-19 00:00:00
Timore Inferno,486360,"['Action', 'Indie']",2016-06-02 00:00:00
Pinball Evolution VR,486370,"['Early Access', 'Indie', 'Simulation']",2017-04-29 00:00:00
Shigatari,486380,"['RPG', 'Indie']",2017-08-25 00:00:00
Biosys Inc,486410,"['Early Access', 'Indie', 'Simulation']",2020-11-14 00:00:00
Sphoxie,486430,"['Action', 'Indie', 'Adventure']",2018-05-17 00:00:00
Mosh Pit Simulator,486440,"['Indie', 'Simulation']",2020-03-10 00:00:00
Derelict Redux,486470,"['Action', 'Indie']",2016-07-22 00:00:00
Tales of Destruction,486480,"['Action', 'Indie']",2016-07-14 00:00:00
Spooky Heroes,486500,"['Action', 'Indie', 'Casual', 'Adventure']",2016-06-23 00:00:00
TOKYO WARFARE,486510,['Action'],2016-07-29 00:00:00
The Caretaker - Dungeon Nightshift,486550,"['Action', 'Indie', 'Casual']",2016-10-10 00:00:00
Toxic Terror,486630,"['Action', 'Indie', 'Adventure']",2016-06-03 00:00:00
Cheaters Blackjack 21,486640,"['Strategy', 'Casual', 'Simulation']",2016-06-07 00:00:00
Super Mixtape,486660,"['Early Access', 'Indie']",2016-10-24 00:00:00
Easy French™ Platinum,486670,['Education'],2017-05-01 00:00:00
Pastelia Stories,486690,"['Early Access', 'Indie', 'Strategy', 'Adventure', 'RPG']",2017-03-16 00:00:00
Bastard Bonds,486720,"['RPG', 'Indie', 'Strategy']",2016-06-15 00:00:00
Master Of Marbles,486760,"['Strategy', 'Indie', 'Casual']",2016-07-22 00:00:00
Fruit Ninja VR,486780,"['Action', 'Casual', 'Simulation', 'Sports']",2016-12-15 00:00:00
House of Snark 6-in-1 Bundle,486810,"['Casual', 'Adventure']",2016-07-20 00:00:00
House of Snark 6-in-1 Bundle,486810,"['Casual', 'Adventure']",2016-07-20 00:00:00
Card of spirits,486850,"['Strategy', 'Casual']",2016-06-21 00:00:00
MMORPG Tycoon 2,486860,"['Strategy', 'Early Access', 'Indie', 'Simulation']",2020-01-06 00:00:00
Gear Gauntlet,486890,"['Action', 'Indie', 'Casual', 'Racing']",2016-11-01 00:00:00
Handball Action Total,486940,"['Simulation', 'Sports']",2018-02-16 00:00:00
Jump Stars,486990,"['Action', 'Indie']",2017-06-09 00:00:00
Quest Hunter,487000,"['RPG', 'Action', 'Indie', 'Adventure']",2019-03-08 00:00:00
Beasts Battle,487030,"['Indie', 'Strategy', 'Adventure']",2016-06-15 00:00:00
88 Heroes,487040,"['Action', 'Indie']",2017-03-24 00:00:00
Citadel: Forged with Fire,487120,"['Indie', 'Massively Multiplayer', 'Action', 'Adventure', 'RPG']",2019-11-01 00:00:00
Trials of Azra,487160,"['Indie', 'Adventure']",2016-09-15 00:00:00
The Lords of the Earth Flame,487180,"['Indie', 'Simulation', 'Action', 'Adventure', 'RPG']",2016-09-02 00:00:00
Freebie,487220,"['Indie', 'Casual']",2016-06-16 00:00:00
Spaera,487250,"['Early Access', 'Indie', 'Casual']",2016-09-13 00:00:00
Akin,487370,"['Indie', 'Casual']",2016-06-06 00:00:00
Tetradecagon,487380,"['Action', 'Indie', 'Casual']",2016-07-11 00:00:00
KARAKARA,487430,"['Indie', 'Casual']",2016-06-27 00:00:00
Simple Ball: Extended Edition,487530,"['Indie', 'Casual']",2016-07-25 00:00:00
Ludo Supremo,487580,['Casual'],2016-06-08 00:00:00
Pepe Porcupine,487590,['Casual'],2016-06-06 00:00:00
Puzzles Under The Hill,487600,['Casual'],2016-06-10 00:00:00
Lantern,487630,['Indie'],2016-11-15 00:00:00
Conan the mighty pig,487700,"['Action', 'Indie', 'Adventure']",2016-07-07 00:00:00
Conan the mighty pig,487700,"['Action', 'Indie', 'Adventure']",2016-07-07 00:00:00
Agony,487720,"['Action', 'Indie', 'Adventure']",2018-05-29 00:00:00
"Tower Island: Explore, Discover and Disassemble",487740,"['Indie', 'Strategy', 'Adventure']",2016-07-26 00:00:00
Day of Destruction,488020,"['Action', 'Strategy']",2018-01-16 00:00:00
VR Toolbox: 360 Desktop,488040,"['Animation & Modeling', 'Utilities']",2016-12-26 00:00:00
Taxi,488080,['Casual'],2016-10-07 00:00:00
Octoshield VR,488150,"['Early Access', 'Indie', 'Simulation', 'Action', 'Sports']",2016-06-14 00:00:00
JDM Tuner Racing,488210,"['Action', 'Simulation', 'Racing', 'Sports']",2016-06-07 00:00:00
Valcarta: Rise of the Demon,488220,['RPG'],2016-07-08 00:00:00
Valcarta: Rise of the Demon,488220,['RPG'],2016-07-08 00:00:00
Gun Done,488280,"['Indie', 'Casual']",2016-06-13 00:00:00
Eleven Table Tennis,488310,"['Casual', 'Simulation', 'Sports']",2016-09-22 00:00:00
Highway to the Moon,488330,"['Action', 'Indie']",2016-08-26 00:00:00
The Karters,488350,"['Early Access', 'Action', 'Indie', 'Racing']",2018-06-07 00:00:00
Angeldust,488440,"['Indie', 'Massively Multiplayer', 'Action', 'RPG', 'Casual']",2019-12-21 00:00:00
Zeus Quest Remastered,488460,"['Indie', 'Adventure']",2016-06-19 00:00:00
SpaceRoads,488480,"['Action', 'Adventure', 'Racing']",2017-11-07 00:00:00
The book of commands : Lost Symbol,488500,"['RPG', 'Action', 'Indie', 'Adventure']",2016-06-16 00:00:00
Dream Car Builder,488550,"['Indie', 'Simulation', 'Racing']",2018-09-21 00:00:00
Armed Against the Undead,488590,"['Action', 'Early Access', 'Adventure']",2016-06-17 00:00:00
Just Deserts,488660,"['Strategy', 'Indie', 'Casual', 'Simulation']",2016-07-25 00:00:00
MX Nitro: Unleashed,488690,"['Simulation', 'Racing', 'Sports']",2017-02-13 00:00:00
God's Trigger,488730,"['Action', 'Indie']",2019-04-18 00:00:00
Left-Hand Path,488760,"['RPG', 'Indie', 'Adventure']",2017-11-10 00:00:00
Her Majesty's SPIFFING,488770,"['Indie', 'Adventure']",2016-12-07 00:00:00
South Park™: The Fractured But Whole™,488790,['RPG'],2017-10-16 00:00:00
MADNESS: Project Nexus,488860,"['Indie', 'Acción']",2021-09-29 00:00:00
GentleMoon 2,488890,"['Action', 'Indie']",2016-06-07 00:00:00
Knockout League - Arcade VR Boxing,488920,['Sports'],2018-02-13 00:00:00
Werewolves Within™,488950,"['RPG', 'Casual', 'Simulation', 'Strategy']",2016-12-06 00:00:00
Star Vikings Forever,488960,"['RPG', 'Indie', 'Casual', 'Strategy']",2016-10-06 00:00:00
iGrow Game,489020,['RPG'],2016-06-09 00:00:00
Whitetail Challenge,489050,"['Action', 'Indie', 'Simulation', 'Adventure']",2016-06-20 00:00:00
Edge of Twilight – Return To Glory,489070,"['Action', 'Indie', 'Adventure']",2016-09-28 00:00:00
Spellforge,489080,"['RPG', 'Indie', 'Casual']",2016-10-04 00:00:00
MachRace,489100,"['Early Access', 'Indie', 'Casual', 'Racing']",2016-06-30 00:00:00
Putty Pals,489110,"['Action', 'Indie', 'Adventure']",2017-02-15 00:00:00
Sling Ming,489120,"['Action', 'Indie', 'Adventure']",2018-04-05 00:00:00
Mr. Shifty,489140,"['Action', 'Indie', 'Adventure']",2017-04-13 00:00:00
VR Shooter Guns,489160,"['Action', 'Indie']",2017-09-07 00:00:00
Galaxy Reavers,489170,"['Indie', 'Strategy']",2016-09-18 00:00:00
Unforgiving Trials: The Darkest Crusade,489220,"['RPG', 'Indie', 'Adventure']",2016-06-15 00:00:00
Exile to Death,489240,"['Early Access', 'Indie', 'Massively Multiplayer', 'Action', 'Adventure', 'RPG']",2018-06-01 00:00:00
Brut@l,489260,"['Action', 'Adventure']",2017-02-09 00:00:00
Brut@l,489260,"['Action', 'Adventure']",2017-02-09 00:00:00
CASE: Animatronics,489360,"['Action', 'Indie', 'Simulation', 'Adventure']",2016-08-03 00:00:00
Quarantine,489370,"['RPG', 'Simulation', 'Strategy']",2017-05-24 00:00:00
QuiVr,489380,"['Action', 'Indie', 'Casual', 'Simulation']",2018-06-18 00:00:00
Tentacult!,489440,"['Indie', 'Casual', 'Adventure']",2016-09-23 00:00:00
The Last Leviathan,489460,"['Early Access', 'Indie', 'Strategy', 'Simulation', 'Action', 'Adventure']",2016-06-22 00:00:00
Hide and Secret Treasure of the Ages,489470,"['Indie', 'Casual', 'Adventure']",2016-06-17 00:00:00
Antisphere,489570,"['Indie', 'Strategy', 'Massively Multiplayer', 'Action', 'Casual']",2017-07-14 00:00:00
AWA,489580,"['Action', 'Indie']",2016-06-16 00:00:00
The Golf Club VR,489600,"['Indie', 'Simulation', 'Sports']",2017-02-24 00:00:00
Chicken Assassin: Reloaded,489610,"['RPG', 'Action', 'Indie', 'Casual']",2016-06-27 00:00:00
"Warhammer 40,000: Gladius - Relics of War",489630,['Strategy'],2018-07-12 00:00:00
Fabric,489660,['Indie'],2016-08-12 00:00:00
Conga Master,489720,"['Action', 'Indie']",2016-09-14 00:00:00
Run The Gamut,489730,"['Action', 'Indie', 'Adventure']",2016-06-17 00:00:00
Playthings: VR Music Vacation,489740,"['Action', 'Casual', 'Adventure']",2016-08-24 00:00:00
Demon Truck,489760,"['Action', 'Indie', 'Casual', 'Racing']",2016-09-26 00:00:00
BlockAid,489810,"['Strategy', 'Indie', 'Casual']",2016-07-26 00:00:00
The Elder Scrolls V: Skyrim Special Edition,489830,['RPG'],2016-10-27 00:00:00
Bayla Bunny,489900,['Casual'],2016-06-13 00:00:00
Adventures of Bertram Fiddle 2: A Bleaker Predicklement,489930,"['Indie', 'Casual', 'Adventure']",2017-08-24 00:00:00
BATTALION 1944,489940,"['Massively Multiplayer', 'Action']",2019-05-23 00:00:00
Child of the Wind,490040,"['Strategy', 'Action', 'Indie', 'Casual']",2017-06-16 00:00:00
Lock's Quest,490080,"['RPG', 'Indie', 'Strategy']",2017-05-30 00:00:00
Quell Zen,490100,['Indie'],2016-07-14 00:00:00
Time Tenshi 2,490160,"['Indie', 'Simulation', 'Adventure']",2016-06-14 00:00:00
Mind OVR Matter,490170,"['Action', 'Indie']",2017-05-22 00:00:00
Rabbit Island,490300,"['Indie', 'Strategy']",2016-07-13 00:00:00
Imperium Galactica II,490370,['Strategy'],2017-01-19 00:00:00
Tokyo 42,490450,"['Action', 'Indie', 'Adventure']",2017-05-31 00:00:00
Blasters of the Universe,490490,['Action'],2017-08-31 00:00:00
Pixel Puzzles 2: Christmas,490510,"['Indie', 'Strategy', 'Simulation', 'Sports', 'Casual']",2018-11-27 00:00:00
Fly O'Clock,490820,"['Action', 'Indie', 'Casual']",2016-07-08 00:00:00
DashBored,490860,"['RPG', 'Indie', 'Adventure']",2016-06-13 00:00:00
Weird Hero,490870,"['Action', 'Indie']",2016-11-18 00:00:00
Robot Legions Reborn,490880,"['Action', 'Indie']",2016-07-19 00:00:00
Ne no Kami: The Two Princess Knights of Kyoto,490890,"['Casual', 'Adventure']",2016-10-26 00:00:00
Control Craft 3,490910,"['Indie', 'Simulation', 'Strategy', 'Action', 'Adventure', 'Casual']",2016-12-30 00:00:00
Wolfpack,490920,"['Early Access', 'Simulation']",2019-03-15 00:00:00
Need to Know,490930,"['Indie', 'Simulation', 'Adventure']",2018-08-28 00:00:00
Frost,490950,['Strategy'],2016-07-05 00:00:00
Daily Chthonicle: Editor's Edition,490980,"['Indie', 'Simulation', 'Adventure', 'RPG', 'Casual']",2016-09-30 00:00:00
Aiball,490990,"['Early Access', 'Indie', 'Massively Multiplayer', 'Action', 'Adventure', 'Racing', 'Sports', 'Casual']",2016-06-22 00:00:00
Gravity Cat,491000,['Indie'],2016-07-13 00:00:00
IN-VERT: Definitive Edition,491010,"['Action', 'Indie', 'Adventure']",2018-03-02 00:00:00
Revenge of the Spirit: Rite of Resurrection,491020,"['Indie', 'Casual', 'Adventure']",2016-12-19 00:00:00
Bot Vice,491040,"['Action', 'Indie', 'Adventure']",2016-07-11 00:00:00
League of Evil,491060,"['Action', 'Indie']",2016-10-25 00:00:00
Shout Of Survival,491070,"['Strategy', 'Indie', 'Casual', 'Adventure']",2017-11-29 00:00:00
Ant Queen,491090,"['Strategy', 'Indie', 'Simulation']",2016-06-17 00:00:00
"Human, we have a problem",491100,"['Action', 'Indie', 'Casual', 'Simulation']",2016-07-05 00:00:00
Duckie Dash,491110,"['Action', 'Indie', 'Casual', 'Racing']",2016-07-13 00:00:00
GemBreak,491160,"['Action', 'Casual']",2016-06-14 00:00:00
LUMBERMANCER,491210,"['Action', 'Adventure']",2016-06-28 00:00:00
Mr. Pumpkin Adventure,491220,"['Indie', 'Adventure']",2016-07-08 00:00:00
Lil Big Invasion,491240,"['Action', 'Indie', 'Adventure']",2016-08-04 00:00:00
Take Thy Throne,491260,"['Indie', 'Strategy', 'Massively Multiplayer', 'Action', 'Adventure', 'Casual']",2016-07-05 00:00:00
Drift Horizon Online,491280,"['Action', 'Simulation', 'Racing', 'Sports']",2017-03-23 00:00:00
12 Labours of Hercules V: Kids of Hellas (Platinum Edition),491330,"['Strategy', 'Indie', 'Casual']",2016-06-17 00:00:00
Way of the Red,491350,"['Action', 'Indie', 'Adventure']",2016-11-16 00:00:00
Alchemist Penguin,491390,"['Action', 'Indie']",2016-07-01 00:00:00
Mahjong Destiny,491580,['Casual'],2016-06-17 00:00:00
Beeftacular,491620,"['Indie', 'Action', 'Racing', 'Sports', 'Casual']",2016-08-26 00:00:00
Reset 1-1,491650,['Indie'],2016-08-30 00:00:00
Stratego - Single Player,491670,['Strategy'],2016-12-10 00:00:00
Gotta Go,491700,"['Indie', 'Casual', 'Simulation']",2017-08-11 00:00:00
Gun Range VR,491710,"['Action', 'Indie', 'Casual', 'Simulation']",2016-07-12 00:00:00
Nary,491720,"['Action', 'Indie']",2016-08-02 00:00:00
Glow,491830,"['Action', 'Indie', 'Casual']",2016-10-14 00:00:00
Orwell: Keeping an Eye On You,491950,"['Indie', 'Simulation', 'Adventure']",2016-10-27 00:00:00
Vision of Aurora Borealis,492080,"['Indie', 'Adventure']",2016-08-22 00:00:00
Has-Been Heroes,492290,"['RPG', 'Action', 'Indie', 'Strategy']",2017-03-27 00:00:00
Pixel Cup Soccer 17,492340,"['Action', 'Indie', 'Casual', 'Sports']",2021-11-01 00:00:00
Affairs of the Court: Choice of Romance,492370,"['RPG', 'Indie', 'Adventure']",2016-06-23 00:00:00
Thunder Gun: Revenge of the Mutants,492400,"['Action', 'Indie']",2016-09-22 00:00:00
Rogues Like Us,492410,"['Action', 'Indie']",2018-05-11 00:00:00
Alteric,492430,"['Indie', 'Adventure']",2016-07-13 00:00:00
Zombie Apocalypse: Escape The Undead City,492490,"['Action', 'Indie']",2016-06-17 00:00:00
Heroes of the Monkey Tavern,492500,"['RPG', 'Action', 'Indie', 'Adventure']",2016-09-22 00:00:00
The Dark Legions,492530,"['Indie', 'Strategy']",2016-07-09 00:00:00
Malkia,492560,['Indie'],2016-07-26 00:00:00
One Day : The Sun Disappeared,492610,"['Indie', 'Action', 'Adventure', 'RPG', 'Casual']",2016-08-25 00:00:00
Tropico 6,492720,"['Strategy', 'Simulation']",2019-03-29 00:00:00
Astroderps,492850,"['Strategy', 'Indie', 'Casual']",2016-06-17 00:00:00
Aperion Cyberstorm,492860,"['RPG', 'Action', 'Indie', 'Adventure']",2018-02-08 00:00:00
FIVE: Champions of Canaan,492870,"['RPG', 'Action']",2016-09-27 00:00:00
Battle Knights,493000,"['Action', 'Indie', 'Adventure']",2016-08-31 00:00:00
Beat Ninja,493040,['Indie'],2016-07-12 00:00:00
Ballistic Tanks,493060,"['Action', 'Indie', 'Casual']",2016-09-20 00:00:00
Card Quest,493080,"['RPG', 'Indie', 'Strategy']",2017-11-07 00:00:00
KOTH,493110,"['Action', 'Indie', 'Strategy']",2016-09-01 00:00:00
RiME,493200,['Adventure'],2017-05-26 00:00:00
After the Empire,493220,"['Strategy', 'Indie', 'Simulation']",2017-03-31 00:00:00
World VR Competition,493290,"['Casual', 'Sports']",2016-12-06 00:00:00
Requiem: Avenging Angel,493310,['Action'],2016-07-07 00:00:00
Killing Time,493320,['Action'],2016-12-15 00:00:00
Planet Coaster,493340,"['Strategy', 'Simulation', 'Action', 'Adventure', 'Casual']",2016-11-17 00:00:00
ChessVR,493380,"['Indie', 'Strategy']",2016-07-07 00:00:00
Steampuff: Phinnegan's Factory,493410,"['Action', 'Indie']",2017-08-29 00:00:00
Wild Romance,493450,['Casual'],2016-10-19 00:00:00
City Car Driving,493490,"['Indie', 'Simulation', 'Racing']",2016-11-03 00:00:00
Bank Limit : Advanced Battle Racing,493500,['Racing'],2016-08-16 00:00:00
GTFO,493520,['Action'],2021-12-09 00:00:00
Figment,493540,"['Action', 'Indie', 'Casual', 'Adventure']",2017-09-22 00:00:00
Hidden Object - 12 in 1 bundle,493580,['Adventure'],2016-09-01 00:00:00
